collision_index,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,casualty_type
2023010470548,2,1,1,1,21,5,3,1
2023010477216,1,1,1,1,29,6,3,1
2024010495585,1,1,1,1,44,7,3,1
2020420961327,2,1,1,1,22,5,3,3
2021501098291,2,1,1,2,30,6,3,3
2024430013471,1,1,1,1,65,9,3,3
202160Z124877,1,1,1,1,33,6,3,5
2023131343610,1,1,1,2,61,9,2,5
2020340K01322,2,3,2,2,20,4,3,9
2020340N80162,3,3,1,1,51,8,2,9
2020440408212,2,2,1,1,33,6,3,9
2021010302060,2,2,1,1,19,4,3,9
2021201126093,1,1,1,1,24,5,3,9
2021471090229,1,1,1,2,71,10,3,9
2021501112474,1,1,1,1,50,8,2,9
2021991013815,3,3,1,2,45,7,3,9
2022010385920,1,1,1,1,74,10,3,9
2022010394007,1,1,1,1,51,8,3,9
2022010399788,1,1,1,1,27,6,3,9
2023201339180,1,1,1,2,72,10,3,9
2023461359593,2,1,1,2,36,7,3,9
2024010507187,2,1,2,1,34,6,3,9
2024031483290,1,4,2,2,49,8,3,9
2024221476692,1,1,1,2,73,10,3,9
2024471454856,1,2,2,2,19,4,3,9
2024520402582,1,1,1,1,22,5,3,9
2024531422218,2,5,2,1,7,2,3,9
2024991479878,1,1,1,2,21,5,3,9
2020440060642,1,1,1,2,54,8,3,17
2024031468983,2,1,1,1,38,7,3,19
2020040990172,1,1,3,2,37,7,3,0
202063C026320,1,1,3,1,23,5,2,0
2021010346487,1,1,3,2,16,4,3,0
2022991215268,1,1,3,1,12,3,3,0
2020010264074,2,1,1,2,30,6,3,1
2020520004821,2,1,1,1,19,4,3,1
2021201076206,1,1,1,1,24,5,3,1
2022451177139,2,1,1,1,36,7,3,1
2021010298074,1,1,1,1,26,6,3,3
2020137261974,2,3,2,1,33,6,2,9
2020140941628,1,1,1,1,59,9,3,9
2021010342623,1,1,1,2,43,7,3,9
2021401018730,1,1,1,2,33,6,3,9
2021401088438,2,2,1,1,84,11,2,9
2021421071734,1,1,1,1,63,9,3,9
2021991114750,2,2,1,2,27,6,2,9
2024010543652,2,2,1,2,22,5,3,9
2024411463890,2,2,1,1,34,6,3,9
2023311367720,1,1,1,1,57,9,3,90
2024631454565,2,2,2,2,20,4,2,9
202006Q174178,2,2,1,1,23,5,3,9
2020340W03242,2,2,2,2,55,8,3,9
2021101027889,2,1,1,1,61,9,3,9
2022010365773,1,1,2,2,27,6,2,9
2022010399434,1,1,1,1,43,7,3,9
2022101148572,2,1,1,2,38,7,3,9
2022141197772,1,2,2,2,32,6,3,9
2022440407667,1,1,1,2,47,8,3,9
2023170H10183,1,4,2,1,26,6,3,9
2023201393290,1,1,1,1,28,6,3,9
2023991269800,1,1,1,1,71,10,3,9
2022361225229,1,1,3,1,44,7,2,0
2024010495320,1,1,3,1,38,7,3,0
2024221429524,3,1,3,2,31,6,3,0
2021010335250,1,1,1,2,38,7,3,1
2022401223182,2,1,1,1,48,8,3,1
2022440166794,1,1,1,2,60,9,3,1
2023501259501,2,1,1,2,51,8,3,1
2024010522028,1,1,1,-1,37,7,3,3
2024070561758,2,1,1,1,66,10,3,3
2024522402610,1,1,1,1,30,6,3,3
2024440183305,1,1,1,1,57,9,3,5
2023010481292,1,1,2,1,1,1,3,8
2020030935682,1,1,1,1,20,4,2,9
2020200997079,1,1,1,1,45,7,3,9
2021221044935,2,1,1,2,27,6,3,9
2022052201211,3,1,1,1,78,11,3,9
2022131196201,2,2,2,1,10,2,3,9
2022552200837,4,3,1,2,44,7,3,9
2023010474310,1,1,1,2,29,6,3,9
2023111364167,1,1,2,2,17,4,2,9
2023201401807,2,2,1,1,59,9,3,9
2023211329219,1,2,2,2,20,4,3,9
2023302301789,2,1,2,1,31,6,2,9
202360A152350,2,3,2,1,14,3,3,9
202360A194694,2,2,2,1,75,10,3,9
2024161494957,1,1,1,2,51,8,3,9
2024552400827,2,1,1,2,40,7,3,9
2022501301523,1,2,1,2,77,11,3,19
2022010408103,1,1,3,2,23,5,3,0
2023061371059,1,1,3,2,16,4,3,0
2020450950222,1,1,1,1,62,9,3,1
202063A059120,2,1,1,1,15,3,3,1
2021010331435,2,1,1,2,56,9,3,1
2021010350541,1,1,1,1,30,6,3,1
2021531092875,2,1,1,1,39,7,3,1
2023201364139,2,1,1,1,59,9,2,1
2021010317556,1,1,1,1,35,6,3,8
2020320611208,1,3,2,1,40,7,3,9
2021122100759,2,2,2,2,28,6,3,9
2021451104123,1,1,1,2,47,8,3,9
2021471076380,3,1,2,2,63,9,3,9
2021991016585,1,2,2,1,74,10,2,9
2022461247713,1,1,1,1,42,7,3,9
2022991210415,2,1,1,2,38,7,3,9
2023141348812,2,1,1,2,24,5,3,9
2024061432815,1,3,2,1,27,6,3,9
2024141494360,1,1,2,2,52,8,3,9
2024430252322,2,2,1,2,41,7,3,9
2024991510946,2,5,2,1,12,3,3,9
2022201155711,1,1,3,1,47,8,3,0
2024430535497,1,1,3,2,30,6,3,0
2022010415970,1,1,1,1,32,6,3,1
2023361322871,2,1,1,1,12,3,3,1
2021052101878,2,1,1,1,62,9,2,3
2021161105740,2,1,1,1,35,6,3,3
2020010266550,1,1,1,1,35,6,3,4
2021545188321,1,1,1,1,43,7,2,4
2021161036595,1,1,1,1,54,8,2,5
2020010236892,1,1,2,2,44,7,3,9
2020010246282,1,1,1,1,28,6,3,9
2020070656748,2,2,1,2,25,5,3,9
2020350991435,1,1,1,1,23,5,3,9
2020421008570,2,1,1,1,31,6,3,9
2021471026002,1,2,1,1,58,9,3,9
2022061147143,2,1,1,2,56,9,3,9
2022411222254,1,1,1,1,34,6,2,9
2022991211158,2,2,1,2,69,10,2,9
2023201416056,1,4,2,1,15,3,2,9
2024371440775,1,1,1,1,41,7,2,9
2024501412713,2,2,2,1,22,5,3,9
2021421062569,3,4,1,1,25,5,3,19
2022061175877,1,1,3,2,68,10,3,0
2024010516820,1,1,3,2,10,2,3,0
2021010330409,2,1,1,1,26,6,2,3
2022010354942,2,1,1,1,47,8,3,3
2024421449003,2,1,1,1,26,6,3,3
2021221038576,1,1,1,1,54,8,1,5
2023131391844,1,1,1,2,20,4,2,5
2020430173397,1,4,2,1,28,6,2,9
2021061083774,1,1,2,1,18,4,2,9
2021311093195,1,1,1,1,40,7,3,9
2021471014076,1,3,1,1,52,8,3,9
2021991086038,1,1,1,1,28,6,3,9
2022070224669,1,1,1,2,78,11,3,9
2022351256445,1,1,1,1,43,7,3,9
2023122300535,2,3,2,1,55,8,3,9
2023520400245,2,2,1,1,60,9,3,9
2023622400070,2,3,2,1,25,5,3,9
2024141493382,2,1,2,2,48,8,3,9
2024201501084,2,1,1,1,33,6,3,9
2024231468298,1,1,1,2,22,5,3,9
2024411534289,2,2,1,1,36,7,3,9
2024552500039,2,2,1,1,33,6,3,9
2022131247680,1,1,3,2,12,3,3,0
2023010458981,1,1,3,2,26,6,2,0
2022161165483,2,1,1,1,27,6,3,1
2021010299178,1,1,1,1,20,4,3,3
202134NNC9021,1,1,1,1,28,6,1,3
2022010408659,1,1,1,1,31,6,3,4
2021010348584,1,1,1,2,46,8,3,9
2021141124743,1,1,2,1,24,5,3,9
2021332100662,1,1,1,1,25,5,3,9
2021361067728,1,1,2,2,19,4,3,9
2022131156379,1,1,1,2,32,6,3,9
2022221199044,2,1,1,1,33,6,3,9
2022531225074,1,1,1,1,17,4,3,9
2023070627811,1,1,2,1,21,5,3,9
2023991286556,2,1,1,2,20,4,2,9
2024010520627,2,1,1,2,72,10,3,9
2024111440206,2,1,2,2,22,5,3,19
2021052101010,1,1,1,1,35,6,1,23
2021552101372,1,1,1,1,26,6,2,-1
2024340NN2972,2,1,1,1,27,6,3,-1
2020140993144,1,1,3,2,36,7,3,0
2024141492282,1,1,3,1,61,9,3,0
2022010354101,2,1,1,2,32,6,2,1
2022471186677,2,1,1,1,21,5,3,1
2023010427796,2,1,1,1,27,6,3,1
2021010321127,2,1,1,1,29,6,3,3
2021010332970,1,1,1,2,29,6,3,3
2024430373212,1,1,2,2,50,8,3,8
2020010258285,1,1,1,2,27,6,3,9
2020370966467,2,1,1,2,56,9,3,9
2020522000733,1,1,1,1,44,7,3,9
2020542502020,2,1,1,2,54,8,3,9
2021010310850,1,1,1,1,33,6,3,9
202134NNC3431,2,1,1,2,70,10,3,9
202134WNC3081,1,3,2,1,20,4,3,9
2021351108136,2,2,2,1,9,2,3,9
2021461085620,2,1,1,2,59,9,3,9
2021991025205,1,1,2,2,78,11,2,9
2021991065702,1,1,2,1,38,7,3,9
2022302201842,2,1,1,2,51,8,3,9
202234WNC7372,1,1,1,2,26,6,3,9
2022451136739,2,1,2,2,61,9,3,9
2023010453883,1,1,1,1,62,9,3,9
2020010264977,1,1,3,1,62,9,3,0
2021170L21061,1,1,3,1,86,11,3,0
2021332101541,1,1,3,2,12,3,2,0
2022010393684,2,1,1,1,39,7,3,1
2024531462536,1,1,1,1,15,3,2,1
2023122300723,2,1,1,1,28,6,3,3
2020201025892,1,2,2,2,16,4,3,9
2020440202016,1,1,1,2,25,5,2,9
2020440421244,1,1,1,1,51,8,3,9
2021041088465,2,1,1,2,46,8,3,9
2021351086942,1,1,1,2,34,6,3,9
2021471099595,1,1,1,2,35,6,3,9
2022332200364,2,3,2,1,45,7,3,9
2023211272917,2,1,1,1,44,7,2,9
2023421362566,1,1,1,2,49,8,3,9
2023440355094,1,2,2,1,18,4,2,9
2024201501332,1,2,2,1,27,6,3,9
2024991439108,1,1,1,1,31,6,3,9
2024991479937,1,2,2,2,60,9,3,9
2020340C07822,1,1,3,1,70,10,2,0
2023440018570,1,1,3,1,17,4,3,0
2023471352341,1,1,3,2,15,3,3,0
2024221442088,1,1,3,1,65,9,3,0
2021010343874,1,1,1,1,20,4,3,1
2022141228140,2,1,1,2,29,6,3,1
2022501225615,2,1,1,2,64,9,3,1
2024010488371,2,1,1,1,75,10,3,1
2024411437774,2,1,1,1,22,5,2,1
2021302101797,2,3,1,2,61,9,3,8
2020040934357,1,1,1,1,42,7,3,9
2020200993892,1,4,2,2,79,11,3,9
2020420969427,2,1,2,2,81,11,3,9
2020440301788,1,1,1,2,20,4,3,9
202106Q080006,2,1,1,2,30,6,3,9
2021221115032,1,1,1,1,18,4,2,9
2021461116943,2,1,2,2,36,7,3,9
2022041234584,1,1,1,1,20,4,2,9
2022361220311,2,2,1,2,19,4,3,9
2023010462462,2,1,1,1,60,9,3,9
2023131320912,1,2,2,2,21,5,3,9
2023161392902,1,1,2,1,20,4,3,9
2024131498536,1,1,1,1,70,10,3,9
2024141525026,1,1,1,1,29,6,3,9
202417L103324,1,2,2,1,36,7,3,9
2024351457074,1,1,1,1,35,6,1,9
2021221053569,2,1,1,1,78,11,3,23
2024010540423,1,1,1,1,27,6,3,3
2024231479059,1,1,1,1,63,9,2,5
2020052000072,2,2,2,1,28,6,3,9
2021440137696,1,1,1,1,27,6,3,9
2021471047666,2,2,1,1,31,6,3,9
2021520103662,1,1,1,1,20,4,2,9
2022201246073,1,1,1,2,20,4,3,9
2022430225952,1,1,1,2,75,10,3,9
2022610047422,2,1,1,1,75,10,3,9
2023440170535,1,1,1,1,63,9,3,9
2024010523892,1,1,1,2,56,9,3,9
2024010543040,1,1,1,1,43,7,3,9
2024010550659,2,2,1,1,55,8,3,9
2024052400247,2,1,2,2,27,6,3,9
2024122400870,2,2,2,2,8,2,3,9
2021547549821,1,1,1,1,38,7,3,19
2024461400461,2,2,1,1,56,9,3,19
2021010316255,1,1,3,2,46,8,3,0
2021010322364,1,2,3,1,47,8,3,0
2022010365865,1,1,3,-1,24,5,3,0
2023991383072,1,2,3,1,3,1,3,0
2024411425330,1,1,3,1,41,7,3,0
2020552100138,1,1,1,1,20,4,3,1
2021010319644,1,1,1,2,33,6,3,1
2022010368445,1,1,1,1,28,6,3,3
2022131129722,2,2,2,2,28,6,3,8
2020070777429,1,1,1,1,44,7,3,9
2020201019111,2,3,2,2,34,6,3,9
2020371017124,1,1,1,1,29,6,3,9
2020430349851,1,1,1,1,29,6,3,9
2020610028620,1,3,2,1,19,4,3,9
2021141042684,2,4,2,2,2,1,3,9
2021461067711,2,4,2,1,12,3,3,9
2022041244943,4,2,1,1,50,8,2,9
2022302200486,2,1,1,1,39,7,3,9
2023041351019,2,3,2,1,11,3,3,9
2023201323241,2,1,1,1,51,8,3,9
2023991331629,1,1,1,1,47,8,3,9
2024161522336,2,2,2,2,27,6,3,9
2024411487056,1,1,1,1,23,5,3,9
2024451523404,1,1,1,1,49,8,3,9
2024461406125,1,1,1,2,33,6,3,9
2020320020109,1,1,3,2,19,4,3,0
2021440139040,1,1,3,2,79,11,2,0
2022221152535,1,1,3,2,3,1,2,0
2023010478029,1,1,3,2,43,7,3,0
2023010483292,1,1,3,2,33,6,3,0
2022471192327,2,1,1,2,39,7,3,1
2023010426273,1,1,1,2,28,6,3,1
2021411078176,1,1,1,1,61,9,3,3
2023302300403,2,1,1,1,19,4,3,3
20201371R1355,2,2,1,2,28,6,3,9
2020520003848,2,1,1,2,20,4,3,9
2021141038230,1,1,1,2,24,5,3,9
2022061185519,2,2,1,1,38,7,3,9
2022371184659,2,2,1,1,35,6,3,9
2023131273788,2,1,1,1,37,7,3,9
2023131341109,2,1,1,1,30,6,3,9
2024161452632,2,2,1,1,22,5,3,9
2024531461261,2,1,1,2,46,8,3,9
2024610034624,2,2,1,2,79,11,3,9
2020010240753,1,1,1,1,47,8,3,11
2024010531998,1,1,1,2,40,7,3,-1
2024161435382,2,1,1,1,12,3,3,90
2024302401326,1,1,3,2,70,10,3,0
2020170M30840,2,1,1,1,52,8,3,1
2021010321923,2,1,1,1,22,5,3,1
2021041088077,2,1,1,1,20,4,3,1
2023052301378,2,1,1,1,27,6,3,1
2024320065609,1,1,1,2,45,7,3,2
2024302400430,1,1,1,1,63,9,2,3
2022010356745,2,1,1,1,31,6,3,4
2021041105588,2,1,1,2,72,10,3,9
2021332101559,2,3,2,1,22,5,3,9
2021451117001,1,1,1,1,19,4,3,9
2021531016153,1,1,1,1,19,4,3,9
2022010417533,1,1,1,1,46,8,3,9
2022471200353,1,1,1,1,23,5,3,9
2022471200489,1,1,1,2,23,5,3,9
2023122301044,1,1,1,1,68,10,3,9
2023351318810,1,4,2,2,26,6,3,9
2024131484717,2,1,1,1,18,4,3,9
2024522401869,1,1,1,1,51,8,3,9
2022622300006,2,3,2,2,63,9,3,11
2024430189605,2,3,2,1,24,5,3,11
2022221214361,2,1,1,1,64,9,3,19
2020161005937,2,2,2,2,35,6,3,9
2020200984264,2,2,2,2,35,6,3,9
2020231009240,2,2,1,2,24,5,3,9
202054A435720,3,3,1,2,46,8,3,9
2021471096916,2,1,1,2,52,8,3,9
202154C692821,2,1,1,2,24,5,3,9
2021991095600,1,1,1,2,39,7,3,9
2022010376061,1,2,2,2,19,4,3,9
2022501209528,1,1,1,2,54,8,3,9
2022546774622,1,1,1,2,76,11,3,9
2023061348308,2,1,1,2,46,8,3,9
2023131326376,1,1,2,1,22,5,3,9
2023430290769,2,1,2,1,11,3,2,9
2023451307186,2,2,1,1,59,9,3,9
2020332000292,2,1,1,1,41,7,3,1
2020370958122,2,1,1,1,34,6,3,1
2020200996351,1,1,3,2,11,3,3,0
2022430357367,2,1,1,1,52,8,3,1
2023010440346,2,1,1,1,14,3,3,1
2024010512591,1,1,1,1,25,5,3,1
2024010542646,1,1,1,1,30,6,3,1
202417S109024,2,1,1,1,51,8,2,4
2024991436591,1,1,1,1,58,9,2,5
2020010247733,1,1,1,2,25,5,3,9
2020010281432,1,1,1,1,34,6,3,9
2020040986440,2,1,2,1,22,5,3,9
2020200950907,1,1,1,1,49,8,2,9
2020470949922,2,1,1,2,49,8,3,9
2021451059216,1,1,1,2,37,7,3,9
2022401214039,1,2,2,1,15,3,2,9
2022430130653,1,2,2,1,15,3,3,9
2022451199546,3,3,2,2,59,9,3,9
2022461190884,1,1,1,2,28,6,3,9
2023010468249,1,1,1,1,20,4,3,9
2023131326377,1,1,1,1,31,6,2,9
2023221378008,1,1,1,1,68,10,3,9
2024041394509,1,1,1,2,18,4,3,9
2024111420750,2,1,1,2,27,6,2,9
2024122401187,3,1,1,1,30,6,3,9
2020101003570,2,1,1,2,69,10,3,9
2020360998614,1,1,1,2,18,4,2,9
2021501066448,1,1,1,2,34,6,3,9
2021501095376,1,1,1,1,27,6,3,9
2022061172879,1,1,1,2,18,4,3,9
2022101161055,2,1,1,2,27,6,3,9
2022131220181,3,1,2,2,60,9,2,9
202234NNC1532,2,2,2,2,18,4,3,9
2023421261300,3,2,1,1,36,7,3,9
2023440294700,2,1,1,1,57,9,3,9
2023522400884,2,1,1,2,35,6,3,9
2021041072373,1,1,3,1,31,6,3,0
2022041251609,1,1,3,1,81,11,3,0
2022141206587,1,1,3,1,52,8,2,0
2023052302213,1,1,3,1,17,4,3,0
2023141388266,1,1,3,1,79,11,3,0
2024010526946,1,1,3,2,28,6,3,0
2024070190445,1,1,3,1,47,8,3,0
2024131446584,1,1,3,1,12,3,3,0
2024131506297,1,1,3,2,4,1,3,0
2024361490376,1,1,3,2,76,11,2,0
2024471517517,1,1,3,1,4,1,3,0
2024991511004,1,1,3,1,4,1,3,0
2020451001620,1,1,1,1,17,4,3,1
2021010336672,2,1,1,1,37,7,3,1
2021010347599,1,1,1,2,30,6,3,1
2021061045538,2,1,1,1,35,6,2,1
2023041329512,1,1,1,1,10,2,2,1
202363A002223,2,1,1,1,24,5,2,1
2024010528455,1,1,1,2,30,6,3,1
2024451527507,2,1,1,1,29,6,2,1
2022332200227,1,1,1,1,37,7,3,4
2020500966446,1,1,1,1,42,7,2,5
2020010240324,1,1,2,2,40,7,3,9
2020990990468,2,1,1,2,59,9,3,9
2021361077188,3,2,1,2,36,7,3,9
2021451055778,2,2,1,1,29,6,3,9
2022440013399,2,1,1,1,23,5,3,9
2023201392710,2,1,1,1,32,6,3,9
2023451342463,1,1,1,2,24,5,3,9
2023501391053,3,2,2,2,31,6,3,9
2024122400810,1,2,2,2,74,10,3,9
2024501501281,1,1,1,2,19,4,3,9
2023101303648,2,1,1,1,34,6,3,19
2024320544053,1,2,1,2,19,4,2,9
2020030959810,1,1,2,2,81,11,1,9
2021101088164,2,1,1,2,30,6,3,9
2021520100502,1,1,1,1,28,6,3,9
2022041140630,2,2,2,2,6,2,2,9
2022421172834,1,1,1,1,18,4,3,9
2022991143924,2,3,2,2,25,5,3,9
2020210949144,2,1,1,1,20,4,3,1
202260B167435,1,1,3,1,11,3,2,0
2023131384447,1,1,3,2,47,8,2,0
202360A143188,1,1,3,1,69,10,3,0
2023622300158,1,1,3,1,62,9,3,0
2020010231615,1,1,1,1,48,8,3,3
2022302201848,1,1,1,1,18,4,3,3
2022302202193,2,1,1,1,27,6,3,3
2020200935800,1,1,1,1,22,5,3,9
2020320245142,1,1,1,1,65,9,3,9
2021302101046,2,2,1,1,44,7,3,9
2021991196247,2,1,1,1,61,9,3,9
2022201264262,1,1,1,1,40,7,3,9
2022311161514,2,3,1,1,46,8,3,9
2022361164306,2,1,1,2,28,6,3,9
2023411363259,2,2,1,2,74,10,3,9
2023471372175,2,1,1,1,81,11,2,9
2024031431284,1,1,1,1,38,7,1,9
2024041451052,1,1,2,1,21,5,2,9
2024070350967,1,1,1,2,57,9,3,9
2024440370129,1,1,1,1,46,8,2,9
2021010315978,1,1,3,2,23,5,3,0
2021161036572,1,1,3,1,51,8,3,0
2024031398892,1,1,3,2,56,9,3,0
2024991448743,1,1,3,1,8,2,3,0
2021221066232,1,1,1,1,54,8,3,1
2021451017809,2,1,1,1,55,8,3,1
2023010428847,2,1,1,1,28,6,3,1
2023101344914,1,1,1,1,25,5,2,3
2024522402867,1,1,1,1,19,4,3,3
202063A020720,2,1,1,2,41,7,3,4
2023061289232,4,2,1,1,61,9,3,8
202031A159620,1,1,1,1,59,9,3,9
2021052101829,1,1,2,2,33,6,3,9
2021351083185,2,1,1,1,81,11,3,9
202163D005521,1,3,2,1,6,2,3,9
2021991019622,1,2,1,1,51,8,3,9
2022421250556,1,3,1,1,40,7,2,9
2022430301246,1,1,1,1,33,6,3,9
2023141275174,1,1,1,1,79,11,3,9
2024131450730,2,1,2,1,18,4,3,9
2024311487119,1,1,2,1,74,10,3,11
202363A003923,1,1,1,1,35,6,2,19
2024010527637,1,1,1,1,51,8,3,19
20201379E1325,1,1,1,2,40,7,3,97
2021552100596,1,1,3,2,73,10,3,0
2022361175685,1,1,3,1,5,1,2,0
2024311484398,1,1,3,2,68,10,3,0
2020100976517,2,1,1,1,15,3,3,1
20201378T1520,2,1,1,1,31,6,3,1
2021010304950,1,1,1,1,40,7,3,1
2021010313219,1,1,1,1,31,6,3,1
2022010394266,2,1,1,2,25,5,2,1
2022010404129,1,1,1,1,36,7,3,3
2022231160501,1,1,1,1,26,6,3,3
2024010494208,2,1,1,1,28,6,3,3
2021010334562,1,1,1,2,41,7,3,4
2021010316819,2,1,1,1,35,6,2,5
2023010462697,1,1,1,1,39,7,3,5
2020211008965,1,1,1,2,64,9,3,9
2020211023983,2,3,2,2,13,3,3,9
202031C103320,1,1,1,2,35,6,3,9
2020410992405,1,2,2,1,24,5,3,9
2021041095290,1,2,2,1,31,6,3,9
2021440472353,2,2,2,2,39,7,3,9
2022221142685,1,1,1,2,19,4,3,9
2022451236553,1,4,1,1,48,8,3,9
2023031302533,1,1,2,2,34,6,3,9
2023451358996,1,1,1,1,61,9,2,9
2024311535981,1,1,1,2,74,10,2,9
2024440498444,1,1,1,1,96,11,3,9
2024531483065,2,2,2,2,7,2,3,9
2023991356603,2,5,1,1,50,8,3,19
2020430006077,2,1,1,1,15,3,3,-1
2022311167402,1,1,3,1,41,7,2,0
2022421164186,2,1,3,1,15,3,2,0
2023131339531,1,1,3,1,39,7,3,0
2020440260941,2,1,1,1,62,9,3,1
2022481289739,2,2,1,1,49,8,3,1
2021010333328,1,1,1,1,30,6,3,3
2021141059439,2,1,1,1,25,5,3,3
2022010372436,2,1,1,1,17,4,2,3
2022061192823,2,1,1,1,18,4,3,3
2023010430314,2,1,1,1,31,6,3,3
2023411289561,2,1,1,1,33,6,3,3
2024332400217,1,1,1,1,19,4,3,5
2020320102408,2,1,1,2,55,8,3,9
202160Z142954,1,3,2,1,27,6,2,9
2022010387356,1,1,1,1,26,6,3,9
2022471176954,2,3,1,1,25,5,3,9
2023041301309,3,2,1,1,59,9,3,9
2023131327319,1,1,1,1,52,8,3,9
2023522301217,1,1,1,2,59,9,3,9
2024061469513,3,2,1,1,30,6,3,9
2023401390653,1,3,2,1,50,8,3,11
2020052001792,1,1,3,1,42,7,2,0
2021552200010,2,1,3,1,41,7,3,0
2023552301204,1,1,3,1,44,7,2,0
2024010526083,1,1,3,1,40,7,3,0
2021361097901,1,1,1,2,34,6,3,2
2023010456085,1,1,1,-1,28,6,3,3
2022010397146,1,1,1,1,52,8,3,8
2020440024771,2,1,1,1,50,8,3,9
2020547380320,1,1,1,2,19,4,3,9
2021061086066,1,1,1,1,31,6,3,9
2021471075620,1,1,1,2,88,11,2,9
2022010360128,1,1,1,1,42,7,2,9
2022010378854,2,2,1,2,49,8,3,9
2022461253319,2,1,1,2,47,8,3,9
2022501191811,1,1,1,1,34,6,2,9
2023201342152,1,1,1,1,32,6,3,9
2024031533991,1,1,1,1,69,10,3,9
2024122401145,1,1,1,2,80,11,3,9
2024451404602,3,3,1,1,34,6,3,9
2023061341707,1,1,2,2,43,7,3,11
2021451058072,1,1,1,1,25,5,2,19
2021010302121,1,1,3,1,65,9,3,0
2022010396855,1,1,3,2,85,11,2,0
2021052100807,2,1,1,1,57,9,3,1
2023311291139,1,1,1,1,63,9,2,1
2024052402557,2,1,1,2,28,6,3,1
2024471526192,1,1,1,2,66,10,2,1
2022552201276,2,1,1,1,28,6,3,4
2020010281720,1,2,2,2,68,10,3,9
2020140947189,1,1,1,1,64,9,3,9
2020450998845,1,1,1,1,27,6,3,9
2020522100522,1,1,1,1,35,6,3,9
2020546519020,2,3,2,1,28,6,3,9
2020990934358,1,1,2,2,17,4,3,9
2021031090695,1,1,1,1,62,9,3,9
202106A079290,1,1,1,1,20,4,3,9
2021552101321,2,2,1,2,30,6,3,9
2022010391944,1,1,1,2,24,5,3,9
2022161214986,1,1,1,2,30,6,2,9
2024131421436,1,1,1,1,60,9,3,9
2020440291364,2,1,1,1,50,8,3,19
2022041251059,2,1,1,1,73,10,3,19
2022461153536,1,1,1,1,33,6,3,21
2023440223131,2,1,1,1,36,7,2,1
2024010501516,2,1,1,1,26,6,3,1
2023545782223,1,1,1,1,17,4,3,2
2020030987874,2,3,2,2,1,1,2,9
2020122100133,3,1,1,1,46,8,3,9
2020140962106,1,2,2,2,17,4,3,9
2020201015058,1,1,1,1,18,4,3,9
2020421007744,2,1,1,2,86,11,2,9
2020470990791,1,1,1,1,48,8,3,9
2021440145544,1,1,2,2,31,6,3,9
2022461260829,1,1,1,2,52,8,3,9
2023141336552,1,1,2,1,13,3,2,9
2023201289293,2,1,1,1,76,11,3,9
2023320002379,1,1,1,1,17,4,3,9
2023340NN1782,1,1,1,1,30,6,3,9
2023461392553,2,1,1,1,28,6,3,9
2023610041923,2,1,1,2,24,5,3,9
2024201491649,1,1,1,1,41,7,3,9
2024340NN3892,2,1,1,1,66,10,3,9
2023161390914,1,1,2,2,79,11,3,11
2022052201992,1,1,1,1,43,7,2,19
2021010325455,1,1,3,1,52,8,3,0
2021552100324,1,1,3,2,77,11,3,0
2022401191269,1,1,3,2,14,3,3,0
2022471198898,1,1,3,2,7,2,3,0
2024010522264,1,1,3,2,34,6,2,0
2021010328071,2,1,1,1,5,1,3,1
2023010463326,2,1,1,1,81,11,3,1
2024421403648,2,1,1,1,37,7,3,1
2022552200353,1,1,1,1,21,5,3,2
2023221362194,2,2,1,1,39,7,3,5
2020160915047,1,1,1,2,41,7,3,9
2020351001782,1,1,1,2,71,10,3,9
2021141049439,2,2,1,1,28,6,3,9
2021221092658,2,1,1,2,55,8,3,9
2021430455383,1,2,2,2,20,4,3,9
2022302200111,1,1,1,2,29,6,3,9
2022351148786,1,2,1,1,25,5,3,9
2023461297982,1,1,1,1,30,6,3,9
2023461303984,1,1,1,1,41,7,2,9
202460Q170102,2,2,1,1,72,10,2,9
2021421109455,1,1,2,1,45,7,3,11
2020010282338,1,1,3,2,42,7,3,0
2020200933310,1,1,3,1,18,4,3,0
2021010333450,1,1,3,2,71,10,3,0
2024111512809,1,1,3,1,10,2,3,0
2021501126667,1,1,1,2,18,4,3,3
2021531093537,1,1,1,1,28,6,3,3
2022231172531,1,1,1,1,32,6,3,3
2020100947893,1,1,1,1,73,10,2,9
202031D063520,2,2,1,1,32,6,3,9
2021221092283,3,3,2,2,43,7,3,9
2021461118677,1,1,1,1,49,8,3,9
2022131132157,2,1,1,2,75,10,2,9
2022320568162,2,2,1,1,45,7,2,9
2023161378723,1,1,1,1,27,6,3,9
2023201339289,2,1,1,2,28,6,3,9
2023340WN6342,2,2,1,1,42,7,3,9
202354A328923,1,1,1,2,44,7,3,9
2024061533786,1,1,1,1,38,7,3,9
2024421481980,2,3,2,2,46,8,3,9
2024421524041,2,1,1,1,59,9,3,9
2020610003020,2,2,2,2,52,8,2,19
2022471164947,1,1,1,1,54,8,3,19
2021141087139,1,1,3,1,32,6,3,0
2022610037822,1,1,3,1,18,4,3,0
2023201425557,1,1,3,2,72,10,3,0
2024201474306,2,2,3,1,29,6,3,0
2021201149779,2,1,1,1,48,8,3,1
2021451067797,2,1,1,1,75,10,3,1
2021461044893,1,1,1,1,45,7,3,1
2022010405702,2,1,1,1,38,7,3,1
2022161183908,2,1,1,1,17,4,3,3
2024430502721,1,1,1,1,20,4,2,3
